,SI,MaxEStateIndex,MinEStateIndex,qed,SPS,HeavyAtomMolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,HallKierAlpha,Kappa2,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA4,PEOE_VSA5,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA3,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,FractionCSP3,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHeteroatoms,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_C_O_noCOO,fr_C_S,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_halogen,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitro,fr_para_hydroxylation,fr_piperdine,fr_priamide,fr_quatN,fr_sulfide,fr_sulfonamd,fr_thiazole,fr_unbrch_alkane
24,0.9798157946306093,11.0516052532124,-0.9522209230914584,0.8000354586064138,33.88461538461539,336.2140000000001,0.2027772128110117,-0.4927029063228963,0.4927029063228963,1.115384615384615,1.730769230769231,16.53349230059169,9.7023234083906,2.494559191964242,-2.490395588443562,2.483712141483995,-2.545342173825653,-0.2061256023715621,2.623591923271753,1.985422777244497,670.536976168546,-1.76,7.098878537917622,29.16050660488161,6.103966387748303,11.49902366656781,5.749511833283905,0.0,0.0,0.0,0.0,0.0,12.3387276690874,39.1383762103129,29.16050660488161,0.0,0.0,5.917906046161393,50.60206761946186,29.34531026552336,17.24853549985172,14.21058886140015,0.0,17.24853549985172,0.0,4.736862953800049,5.917906046161393,38.35653552467856,0.0,77.38000000000001,17.8089835864803,10.21305478968141,0.0,30.09017874570373,0.0,21.3293926238326,32.05622864313835,0.0,22.486197748785,0.0,0.0,21.63130289617122,1.43994000377929,3.667322373393802,1.552472134680827,3.709720757704163,0.6,2,6,1,1,0,1,6,6,0,1,1,3,2.620500000000001,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
25,1.0,11.0516052532124,-0.9522209230914584,0.8000354586064138,33.88461538461539,336.2140000000001,0.2027772128110117,-0.4927029063228963,0.4927029063228963,1.115384615384615,1.730769230769231,16.53349230059169,9.7023234083906,2.494559191964242,-2.490395588443562,2.483712141483995,-2.545342173825653,-0.2061256023715621,2.623591923271753,1.985422777244497,670.536976168546,-1.76,7.098878537917622,29.16050660488161,6.103966387748303,11.49902366656781,5.749511833283905,0.0,0.0,0.0,0.0,0.0,12.3387276690874,39.1383762103129,29.16050660488161,0.0,0.0,5.917906046161393,50.60206761946186,29.34531026552336,17.24853549985172,14.21058886140015,0.0,17.24853549985172,0.0,4.736862953800049,5.917906046161393,38.35653552467856,0.0,77.38000000000001,17.8089835864803,10.21305478968141,0.0,30.09017874570373,0.0,21.3293926238326,32.05622864313835,0.0,22.486197748785,0.0,0.0,21.63130289617122,1.43994000377929,3.667322373393802,1.552472134680827,3.709720757704163,0.6,2,6,1,1,0,1,6,6,0,1,1,3,2.620500000000001,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
26,1.794117647058824,11.0516052532124,-0.9522209230914584,0.8000354586064138,33.88461538461539,336.2140000000001,0.2027772128110117,-0.4927029063228963,0.4927029063228963,1.115384615384615,1.730769230769231,16.53349230059169,9.7023234083906,2.494559191964242,-2.490395588443562,2.483712141483995,-2.545342173825653,-0.2061256023715621,2.623591923271753,1.985422777244497,670.536976168546,-1.76,7.098878537917622,29.16050660488161,6.103966387748303,11.49902366656781,5.749511833283905,0.0,0.0,0.0,0.0,0.0,12.3387276690874,39.1383762103129,29.16050660488161,0.0,0.0,5.917906046161393,50.60206761946186,29.34531026552336,17.24853549985172,14.21058886140015,0.0,17.24853549985172,0.0,4.736862953800049,5.917906046161393,38.35653552467856,0.0,77.38000000000001,17.8089835864803,10.21305478968141,0.0,30.09017874570373,0.0,21.3293926238326,32.05622864313835,0.0,22.486197748785,0.0,0.0,21.63130289617122,1.43994000377929,3.667322373393802,1.552472134680827,3.709720757704163,0.6,2,6,1,1,0,1,6,6,0,1,1,3,2.620500000000001,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
27,1.551,10.53525319851438,-0.5969079113126734,0.8467213379100113,28.84,320.215,0.2027772159800581,-0.492702904739005,0.492702904739005,1.12,1.76,16.53263480003742,9.763159407986471,2.406815268248949,-2.426687050647295,2.463677651213041,-2.437075226971928,-0.1110029094002907,2.629577133533492,1.945784268317048,668.3220827711358,-1.98,7.099208137526081,24.0539792100409,6.103966387748303,11.49902366656781,5.749511833283905,0.0,0.0,0.0,0.0,0.0,5.917906046161393,33.53732539932921,24.0539792100409,0.0,0.0,5.917906046161393,38.07727960878755,41.49735047919113,17.24853549985172,14.21058886140015,0.0,17.24853549985172,0.0,4.736862953800049,5.917906046161393,31.43279832498794,0.0,57.15000000000001,6.103966387748303,5.106527394840706,0.0,23.66935712277772,0.0,21.3293926238326,19.05647133661384,12.65495579043238,22.5620323812491,0.0,0.0,10.53525319851438,1.899666950113379,3.800655706727135,2.589972134680828,6.185618811370073,0.5,1,5,1,1,0,1,5,5,0,1,1,3,3.425700000000003,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
28,1.488095238095238,11.4262074829932,-0.9013425925925922,0.415353915052469,10.73333333333333,224.161,0.4551840359681263,-0.3576001704189179,0.4551840359681263,1.6,2.333333333333333,32.16642633823241,10.70889852998146,2.190510284277511,-1.889757882873918,2.075329315516728,-2.200870449631476,-0.3913513088497612,2.611818581616872,2.781634662118296,587.9551584583538,-1.97,3.309314992575648,10.11431826876557,0.0,0.0,5.156436481820707,5.777653723919194,11.37712967288704,4.794537184071822,4.983978520947209,14.7127615102177,0.0,5.098681808301038,4.923311048817671,23.35740145114534,24.79542183946594,0.0,5.156436481820707,20.4681223478894,0.0,5.559266895052008,5.817862777835028,0.0,11.76188494939112,0.0,10.11431826876557,0.0,5.777653723919194,119.08,16.30044072170471,14.90885545283739,0.0,5.156436481820707,11.76188494939112,6.255769183511404,0.0,20.28002394585032,0.816435185185185,1.217918083900226,24.81469395628622,20.05584002582515,-0.7268490173847317,0.0,1.723304358780549,0.0,0.2,1,9,0,0,2,2,8,10,0,0,0,2,-0.5573000000000004,0,0,0,0,5,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
31,1.0,11.53151187326782,-1.448187830687831,0.5415630817283741,12.76470588235294,252.171,0.4551840476361605,-0.3576001704188632,0.4551840476361605,1.588235294117647,2.294117647058823,32.19727775503459,10.70889842235739,2.206198638267202,-1.891661342295335,2.02108114900061,-2.202444836284562,-0.3913515541976544,2.723675398317384,2.7040603070797,674.6857324387535,-2.17,4.008920169778624,10.11431826876557,0.0,0.0,5.156436481820707,5.777653723919194,11.37712967288704,9.00343567623629,4.983978520947209,14.7127615102177,5.752853606746789,15.89825085120535,9.132209540982139,22.39508554465853,24.79542183946594,0.0,12.08017368151133,20.4681223478894,0.0,5.559266895052008,5.817862777835028,0.0,0.0,10.79956904290431,10.11431826876557,6.923737199690624,5.777653723919194,136.15,27.10000976460901,19.11775394500186,0.0,4.515397893615622,0.0,6.923737199690624,0.0,20.28002394585032,12.09036044973545,0.0,24.81703018707483,19.49032927059713,-0.6997523778029726,0.0,0.0,1.657069318468128,0.3333333333333333,1,10,0,0,2,2,8,11,0,0,0,2,-1.1517,0,0,0,0,5,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,89.13793103448276,5.094096221873098,0.3872247872728121,0.4173618732617801,42.92857142857143,340.3000000000001,0.03884365429851114,-0.2935255147973819,0.2935255147973819,0.6428571428571429,1.035714285714286,14.8222660494387,9.700469635810666,2.600532088113167,-2.343082085132494,2.644697757474545,-2.322229234053284,0.193480759150443,3.150502892205044,1.164037575501787,611.9203005807427,-0.66,6.947534329517691,0.0,0.0,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,35.34286375616011,0.0,0.0,11.4233700055414,0.0,43.48058343518124,105.7506394274039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.49577396990991,105.7506394274039,0.0,24.72,0.0,0.0,0.0,21.65996187758712,64.20821622926012,11.4233700055414,0.0,41.54242319814374,0.0,0.0,10.1881924437462,0.0,1.764908477578238,0.0,13.25822336932681,16.98108651648622,0.9230769230769231,0,2,4,0,0,0,2,2,4,0,4,4,7.121200000000009,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
42,30.3125,5.078674138636936,0.3667306975782353,0.5639003581276442,46.64,304.2670000000001,0.04060599258589202,-0.2934540528091091,0.2934540528091091,0.72,1.12,14.84559007624378,9.70021606463358,2.601053085919696,-2.344818979443409,2.644973317518493,-2.325013615450601,0.1934372577371191,3.055483209798764,1.345299525425677,572.0040482427693,-0.66,5.424442754749054,0.0,0.0,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,35.34286375616011,0.0,0.0,11.4233700055414,0.0,43.48058343518124,86.48817455862581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.49577396990991,86.48817455862581,0.0,24.72,0.0,0.0,0.0,21.65996187758712,49.94829974309746,0.0,0.0,41.54242319814374,0.0,0.0,10.15734827727387,0.0,1.736505317206976,0.0,9.144778743002743,16.77530423652108,0.9130434782608695,0,2,4,0,0,0,2,2,4,0,4,4,5.950900000000007,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,16.1,5.100343440842005,0.3931326131596823,0.3437564012025575,40.86666666666667,364.3220000000002,0.03884364516117312,-0.2935255148336801,0.2935255148336801,0.6,0.9666666666666667,14.82079096030677,9.70051247718576,2.600543842581937,-2.342777470442442,2.644734523021206,-2.321929688574856,0.1934930591810876,3.2070478987235,1.082778955937214,639.4276515236648,-0.66,8.036836583231263,0.0,0.0,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,35.34286375616011,0.0,0.0,11.4233700055414,0.0,43.48058343518124,118.5922826732559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.49577396990991,118.5922826732559,0.0,24.72,0.0,0.0,0.0,21.65996187758712,77.04985947511214,11.4233700055414,0.0,41.54242319814374,0.0,0.0,10.20068688168401,0.0,1.773883303674473,0.0,16.1464875798146,17.0357023530489,0.9285714285714286,0,2,4,0,0,0,2,2,4,0,4,4,7.90140000000001,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
44,54.94505494505496,5.097360048942529,0.390602645354716,0.3778455055831542,41.86206896551724,352.3110000000001,0.03884364519596072,-0.2935255148336137,0.2935255148336137,0.6206896551724138,1.0,14.82121596989277,9.70049715960851,2.600528653569801,-2.342884614287352,2.644708711275066,-2.322030494033969,0.1935102089478292,3.17926985320412,1.120512909778165,626.6513661249833,-0.66,7.485203794175765,0.0,0.0,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,35.34286375616011,0.0,0.0,11.4233700055414,0.0,43.48058343518124,112.1714610503299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.49577396990991,112.1714610503299,0.0,24.72,0.0,0.0,0.0,21.65996187758712,70.62903785218613,11.4233700055414,0.0,41.54242319814374,0.0,0.0,10.19472009788506,0.0,1.769975405362917,0.0,14.69543927282678,17.01201341019265,0.9259259259259259,0,2,4,0,0,0,2,2,4,0,4,4,7.511300000000009,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
45,3.048780487804878,5.150509901253949,0.2704760518661459,0.4290384545075999,36.51428571428571,424.3770000000002,0.06289745878380013,-0.2572393015210201,0.2572393015210201,0.6,0.9714285714285714,14.83111152791072,9.70038553581742,2.602485715919116,-2.342009125064716,2.648473252120894,-2.318892629384824,0.193686506552366,3.337073624442143,1.13667806407789,1101.164251546143,-2.22,7.639210919851287,0.0,0.0,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,22.25335094433497,11.37477254936712,0.0,22.79814255490853,0.0,43.48058343518124,86.48817455862581,59.65783953108687,0.0,0.0,11.37477254936712,0.0,0.0,6.42082162292601,33.49577396990991,91.19425591909379,0.0,24.72,0.0,0.0,0.0,10.82998093879356,61.07520272649145,0.0,0.0,90.07335974583661,0.0,0.0,10.3010198025079,0.0,1.605177804776269,17.86905772255992,8.627310798875893,14.6923179140855,0.5757575757575758,0,2,4,0,0,2,2,2,4,0,4,6,9.1148,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2.857142857142857,6.135893460779373,0.2392260518661458,0.4399154244159055,36.4,428.3650000000002,0.1270830306641318,-0.4573791779576538,0.4573791779576538,0.6,0.9714285714285714,16.48055297498304,9.700415948571102,2.602517443310568,-2.341981426347941,2.64878228278003,-2.318862773257647,0.193686540716181,3.337073624442143,1.13667806407789,1107.629257484972,-2.419999999999999,7.540774784817459,4.736862953800049,11.49902366656781,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,22.25335094433497,11.37477254936712,4.736862953800049,22.79814255490853,0.0,43.48058343518124,80.0673529356998,48.53093654769288,11.49902366656781,4.736862953800049,11.37477254936712,11.49902366656781,0.0,0.0,33.49577396990991,80.0673529356998,0.0,33.95,0.0,0.0,0.0,10.82998093879356,37.10665649724544,0.0,24.26546827384644,65.80789147199017,6.135893460779373,0.0,10.18990869139679,0.0,3.240723679372919,16.48016883367103,7.523698139305892,14.56293519803611,0.5625,0,3,4,0,0,2,3,3,4,0,4,6,9.3163,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,49.24170616113744,5.110473410989533,0.3986498953527755,0.2403857090991051,37.47058823529412,412.3660000000002,0.03884364516110912,-0.2935255148336802,0.2935255148336802,0.5294117647058824,0.8529411764705882,14.82057583180605,9.700531676960344,2.600654738040359,-2.342634676146287,2.644884556322964,-2.321831629729495,0.1934985871117677,3.308307683373406,0.9720976233670584,694.9737366025115,-0.66,10.37193270264485,0.0,0.0,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,35.34286375616011,0.0,0.0,11.4233700055414,0.0,43.48058343518124,144.2755691649599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.49577396990991,144.2755691649599,0.0,24.72,0.0,0.0,0.0,21.65996187758712,102.7331459668162,11.4233700055414,0.0,41.54242319814374,0.0,0.0,10.22094682197907,0.0,1.782926596850721,0.0,22.02407179606793,17.09374221781326,0.9375,0,2,4,0,0,0,2,2,4,0,4,4,9.4618,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
48,25.79710144927536,12.01048962346112,-0.3666534193069635,0.3312106503240275,37.0,428.3180000000002,0.3059373757936594,-0.4636916078717346,0.4636916078717346,0.7352941176470589,1.117647058823529,16.53976032882806,9.700623102390816,2.600982912965469,-2.342411642929258,2.644480364491847,-2.323815474092739,-0.1495708972945292,3.29668735490467,1.098624836944784,816.8369989925916,-1.72,9.054621662729101,9.473725907600098,13.21376392902584,0.0,0.0,0.0,11.9386105759037,19.57388383341498,0.0,0.0,22.25335094433497,25.93115605767717,19.06280027574374,23.3619805814451,0.0,43.48058343518124,92.90899618155183,0.0,0.0,0.0,0.0,0.0,0.0,19.06280027574374,33.49577396990991,92.90899618155183,0.0,77.32,0.0,9.589074368143644,0.0,23.91949375061871,37.10665649724544,0.0,0.0,41.54242319814374,10.58717526343983,0.0,33.59351471463767,0.0,0.7100788172274438,0.0,7.234283539137943,15.6496431614268,0.8571428571428571,0,6,4,0,0,0,6,6,4,0,4,4,5.427400000000006,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,185.1851851851852,8.80373653628118,0.1851936885865457,0.7199800082608603,42.28571428571428,174.138,0.06264156587505901,-0.3944520014094651,0.3944520014094651,1.428571428571429,2.142857142857143,16.25087422959619,9.700626592641603,2.590519756771262,-2.342113533646699,2.634199871785286,-2.322723887226434,0.193345258615164,2.460061866260145,2.269403886403777,269.4952945353784,-0.37,3.059393479565506,5.106527394840706,0.0,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,11.12667547216748,13.15163837042549,5.106527394840706,5.711685002770702,0.0,21.74029171759062,40.0336764678499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.74788698495495,40.0336764678499,0.0,32.59,0.0,0.0,0.0,17.37473734470613,24.97414987154873,0.0,0.0,25.76361633170754,0.0,0.0,4.558402777777778,8.80373653628118,0.8240211640211639,0.0,3.819517431972789,7.895705309901739,0.9166666666666666,1,2,2,0,0,0,2,2,2,0,2,2,2.2659,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,638.5714285714286,8.80373653628118,0.1851936885865457,0.7199800082608603,42.28571428571428,174.138,0.06264156587505901,-0.3944520014094651,0.3944520014094651,1.428571428571429,2.142857142857143,16.25087422959619,9.700626592641603,2.590519756771262,-2.342113533646699,2.634199871785286,-2.322723887226434,0.193345258615164,2.460061866260145,2.269403886403777,269.4952945353784,-0.37,3.059393479565506,5.106527394840706,0.0,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,11.12667547216748,13.15163837042549,5.106527394840706,5.711685002770702,0.0,21.74029171759062,40.0336764678499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.74788698495495,40.0336764678499,0.0,32.59,0.0,0.0,0.0,17.37473734470613,24.97414987154873,0.0,0.0,25.76361633170754,0.0,0.0,4.558402777777778,8.80373653628118,0.8240211640211639,0.0,3.819517431972789,7.895705309901739,0.9166666666666666,1,2,2,0,0,0,2,2,2,0,2,2,2.2659,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,14.54545454545454,4.983958333333334,0.3898074924414208,0.7274867569034665,35.88888888888889,220.1899999999999,0.05159100841615458,-0.3020481560821946,0.3020481560821946,1.222222222222222,1.888888888888889,15.11620704692542,9.700599426870557,2.590732758491626,-2.343604782071808,2.634372389455223,-2.329689076377591,0.1934193024803068,2.672328457906864,1.991809263223948,327.9886619036196,-0.37,4.956413248927718,4.899909730850478,0.0,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,17.67143187808006,6.544756405912575,0.0,5.711685002770702,4.899909730850478,21.74029171759062,53.88115086723116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.74788698495495,53.88115086723116,0.0,15.6,0.0,0.0,0.0,10.82998093879356,24.97414987154873,0.0,0.0,39.5185957293036,0.0,0.0,7.446997590702948,0.0,0.8839845783992608,0.0,4.036790517132779,16.24518555261611,0.9375,0,2,2,0,0,0,2,2,2,0,2,2,3.615400000000003,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,60.24096385542169,4.888402777777778,0.3928368291761147,0.7167185622210389,38.875,196.1679999999999,0.05156745497400095,-0.3075621031818108,0.3075621031818108,1.3125,2.0,15.06558224218142,9.700602985677461,2.590631766839217,-2.343027305961108,2.634304398555515,-2.325523933177455,0.1934765522634131,2.494927514090688,2.092189940654375,303.8572023351798,-0.37,3.832601850168842,4.899909730850478,0.0,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,17.67143187808006,6.544756405912575,0.0,5.711685002770702,4.899909730850478,21.74029171759062,40.0336764678499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.74788698495495,40.0336764678499,0.0,15.6,0.0,0.0,0.0,10.82998093879356,24.97414987154873,0.0,0.0,39.76646529527673,0.0,0.0,7.101442035147393,0.0,0.884820483749055,0.0,4.026382353867473,9.373171296296297,0.9285714285714286,0,2,2,0,0,0,2,2,2,0,2,2,2.835200000000001,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3.629441624365482,11.77512282690854,-0.07909722222222215,0.7078058485147182,38.70588235294117,214.1589999999999,0.3199159430112509,-0.4608049274509137,0.4608049274509137,1.352941176470588,2.0,16.54587990711529,9.697385120853228,2.623287390825548,-2.380569131109435,2.657026810107738,-2.393417906169911,-0.1570266277207714,2.486949251670006,2.033125326927641,324.1838993924493,-0.5700000000000001,3.975070805375811,4.736862953800049,6.103966387748303,0.0,0.0,0.0,5.969305287951849,9.694446914922299,0.0,0.0,5.41499046939678,6.544756405912575,9.53140013787187,5.969305287951849,4.899909730850478,16.74788698495495,46.1376428555982,0.0,0.0,0.0,0.0,0.0,0.0,9.53140013787187,16.74788698495495,40.0336764678499,0.0,29.54,0.0,4.794537184071822,0.0,11.95974687530935,12.84164324585202,0.0,18.99525369620486,20.77121159907187,5.714097222222223,0.0,13.63922689909297,0.0,0.6474362244897959,0.0,3.682470789241622,7.36128873771731,0.9285714285714286,0,3,2,0,0,0,3,3,2,0,2,2,2.306,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,19.37984496124031,5.055208333333334,0.3883902588813302,0.671222794891029,35.26315789473684,232.2009999999999,0.09825707157170972,-0.3249674065709078,0.3249674065709078,1.210526315789474,1.842105263157895,15.32273595485606,9.700589732575756,2.591221802530292,-2.349528509986388,2.634480735936093,-2.451388173354704,-0.9042232573291539,2.712813004067204,2.029753786663565,365.4583545580189,-0.37,4.873471457890889,4.483030857694624,0.0,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,11.12667547216748,33.22669760632749,4.483030857694624,5.711685002770702,0.0,21.74029171759062,53.88115086723116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.74788698495495,53.88115086723116,0.0,12.36,0.0,0.0,0.0,10.82998093879356,44.60841908928646,0.0,0.0,41.6663579811303,1.153090986394558,0.0,5.055208333333334,0.0,0.8837719933652471,0.0,4.044506566515495,16.61476463424876,0.9411764705882353,0,2,2,0,0,0,1,2,2,0,2,2,3.760000000000003,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55,12.63959390862945,5.102986111111111,0.3868755905139831,0.6477192261505156,34.1,244.2119999999999,0.0984559937418532,-0.322761336237375,0.322761336237375,1.1,1.7,15.34305795528836,9.70058690512096,2.591334197595661,-2.362357479526041,2.634531727005163,-2.488258663620171,-0.921415605487425,2.771032696271716,2.039086185242663,370.6147984218376,-0.37,5.438552583320504,4.483030857694624,0.0,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,11.12667547216748,32.72378202956288,4.483030857694624,5.711685002770702,0.0,21.74029171759062,60.80488806692178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.74788698495495,60.80488806692178,0.0,12.36,0.0,0.0,0.0,10.82998093879356,49.92452135012296,5.711685002770702,0.0,41.54242319814374,1.222535430839002,0.0,5.102986111111111,0.0,0.88335404069035,0.0,4.049710648148148,20.34243842907533,0.9444444444444444,0,2,2,0,0,0,1,2,2,0,2,2,4.150100000000004,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
